evaluation_id,session_id,task_id,agent,strategy,concern,layer,constraint_failed,metric_name,metric_value,metric_status,direction,metric_bad_outlier,classification
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.02381,pass,lower_is_better,True,silent_decay
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,FE-COM,frontend,True,FE-COM-M-001-render-decision-depth-average,0.55,pass,lower_is_better,False,constraints_failed
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.77,pass,lower_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.282459,pass,lower_is_better,False,constraints_failed
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.052632,pass,lower_is_better,False,clean
session_20260817_130253/T2,session_20260817_130253,T2,claude,minimal,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.048077,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,BE-CONTRACT,backend,False,BE-CONTRACT-M-001-dto-validator-coverage,1.0,pass,higher_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,BE-DEP,backend,False,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,BE-DOM,backend,False,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,BE-DUP,backend,False,BE-DUP-M-001-clone-ratio,0.323214,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,BE-ERR,backend,False,BE-ERR-M-001-exception-unification-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,BE-SIZE,backend,True,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.044444,pass,lower_is_better,True,constraints_failed
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,FE-COM,frontend,True,FE-COM-M-001-render-decision-depth-average,0.55,pass,lower_is_better,False,constraints_failed
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.82,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,FE-DUP,frontend,False,FE-DUP-M-001-clone-ratio,0.279385,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.051282,pass,lower_is_better,False,clean
session_20260817_130253/T3,session_20260817_130253,T3,claude,minimal,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.048077,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,BE-CONTRACT,backend,True,BE-CONTRACT-M-001-dto-validator-coverage,1.0,pass,higher_is_better,False,constraints_failed
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,BE-DEP,backend,False,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,BE-DOM,backend,False,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,BE-DUP,backend,True,BE-DUP-M-001-clone-ratio,0.227992,pass,lower_is_better,False,constraints_failed
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,BE-ERR,backend,False,BE-ERR-M-001-exception-unification-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,FE-COM,frontend,False,FE-COM-M-001-render-decision-depth-average,0.54,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.81,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.277807,pass,lower_is_better,False,constraints_failed
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.064516,pass,lower_is_better,False,clean
session_20260817_160757/T1,session_20260817_160757,T1,claude,structured,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.048077,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,BE-CONTRACT,backend,True,BE-CONTRACT-M-001-dto-validator-coverage,0.946429,pass,higher_is_better,False,constraints_failed
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,BE-DEP,backend,True,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,constraints_failed
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,BE-DOM,backend,False,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,BE-DUP,backend,True,BE-DUP-M-001-clone-ratio,0.307573,pass,lower_is_better,False,constraints_failed
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,BE-ERR,backend,False,BE-ERR-M-001-exception-unification-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,FE-COM,frontend,True,FE-COM-M-001-render-decision-depth-average,0.56,pass,lower_is_better,False,constraints_failed
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.73,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.30152,pass,lower_is_better,False,constraints_failed
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.057143,pass,lower_is_better,False,clean
session_20260817_160757/T2,session_20260817_160757,T2,claude,structured,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.057692,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,BE-CONTRACT,backend,False,BE-CONTRACT-M-001-dto-validator-coverage,0.947368,pass,higher_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,BE-DEP,backend,False,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,BE-DOM,backend,False,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,BE-DUP,backend,True,BE-DUP-M-001-clone-ratio,0.296813,pass,lower_is_better,False,constraints_failed
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,BE-ERR,backend,False,BE-ERR-M-001-exception-unification-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,FE-COM,frontend,False,FE-COM-M-001-render-decision-depth-average,0.56,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.72,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.283218,pass,lower_is_better,False,constraints_failed
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.054054,pass,lower_is_better,False,clean
session_20260817_160757/T3,session_20260817_160757,T3,claude,structured,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.056604,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,BE-CONTRACT,backend,True,BE-CONTRACT-M-001-dto-validator-coverage,1.0,pass,higher_is_better,False,constraints_failed
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,BE-DEP,backend,False,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,BE-DOM,backend,True,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,constraints_failed
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,BE-DUP,backend,False,BE-DUP-M-001-clone-ratio,0.270893,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,BE-ERR,backend,False,BE-ERR-M-001-exception-unification-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,FE-COM,frontend,False,FE-COM-M-001-render-decision-depth-average,0.52,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.88,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.337728,pass,lower_is_better,True,constraints_failed
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.058824,pass,lower_is_better,False,clean
session_20260817_210911/T1,session_20260817_210911,T1,codex,minimal,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.048077,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,BE-CONTRACT,backend,True,BE-CONTRACT-M-001-dto-validator-coverage,0.956522,pass,higher_is_better,False,constraints_failed
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,BE-DEP,backend,False,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,BE-DOM,backend,True,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,constraints_failed
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,BE-DUP,backend,True,BE-DUP-M-001-clone-ratio,0.219806,pass,lower_is_better,False,constraints_failed
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,BE-ERR,backend,True,BE-ERR-M-001-exception-unification-violation-density,6.0,pass,lower_is_better,False,constraints_failed
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,BE-STRUCT,backend,False,BE-STRUCT-M-001-module-composition-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,BE-TEST,backend,False,BE-MOCK-M-001-mock-per-test-case,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,CROSS-EP,cross-stack,False,CROSS-EP-M-001-endpoint-resolution-miss-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,CROSS-PROP,cross-stack,False,CROSS-PROP-M-001-propagation-incompleteness-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,CROSS-TYPE,cross-stack,False,CROSS-TYPE-M-001-contract-field-drift-density,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,FE-COM,frontend,True,FE-COM-M-001-render-decision-depth-average,0.54,pass,lower_is_better,False,constraints_failed
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,FE-COMM,frontend,False,FE-COMM-M-001-prop-drilling-average,5.86,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,FE-DATA,frontend,False,FE-DATA-M-001-data-access-wrapping-ratio,1.0,pass,higher_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,FE-DUP,frontend,True,FE-DUP-M-001-clone-ratio,0.325762,pass,lower_is_better,False,constraints_failed
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,FE-ROUTE,frontend,False,FE-ROUTE-M-001-route-param-complexity,0.43,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,FE-STATE,frontend,False,FE-STATE-M-001-context-provider-ratio,0.058824,pass,lower_is_better,False,clean
session_20260817_210911/T2,session_20260817_210911,T2,codex,minimal,FE-STYLE,frontend,False,FE-STYLE-M-001-style-mixing-ratio,0.057692,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,BE-CONTRACT,backend,False,BE-CONTRACT-M-001-dto-validator-coverage,0.957447,pass,higher_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,BE-DEP,backend,False,BE-DEP-M-001-dependency-violation-density,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,BE-DOM,backend,False,BE-DOM-M-001-cross-module-deep-import-count,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,BE-DUP,backend,True,BE-DUP-M-001-clone-ratio,0.187044,pass,lower_is_better,False,constraints_failed
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,BE-ERR,backend,True,BE-ERR-M-001-exception-unification-violation-density,7.666667,pass,lower_is_better,True,constraints_failed
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,BE-ROUTE,backend,False,BE-ROUTE-M-001-route-prefix-violation-ratio,0.0,pass,lower_is_better,False,clean
session_20260817_210911/T3,session_20260817_210911,T3,codex,minimal,BE-SIZE,backend,False,BE-SIZE-M-001-cyclomatic-complexity-ratio,0.015152,pass,lower_is_better,True,silent_decay
