evaluation_id,condition,session_id,agent,strategy,task,task_order,concern,layer,absolute_finding_count,task_local_introduced_findings,task_local_resolved_findings,task_local_net_change,baseline_relative_introduced_findings,baseline_relative_resolved_findings,baseline_relative_net_change
session_20260817_130253/T1,Claude Minimal,session_20260817_130253,claude,minimal,T1,1,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_130253/T1,Claude Minimal,session_20260817_130253,claude,minimal,T1,1,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,BE-DEP,backend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,BE-DOM,backend,1,1,1,0,1,0,1
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,BE-ERR,backend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,BE-CONTRACT,backend,4,4,7,-3,4,0,4
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,BE-DUP,backend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,FE-COM,frontend,2,2,0,2,2,0,2
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,FE-DUP,frontend,7,2,1,1,5,1,4
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_130253/T2,Claude Minimal,session_20260817_130253,claude,minimal,T2,2,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,BE-DEP,backend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,BE-DOM,backend,1,0,0,0,1,0,1
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,BE-ERR,backend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,BE-CONTRACT,backend,0,0,4,-4,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,BE-SIZE,backend,1,1,0,1,1,0,1
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,BE-DUP,backend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,FE-COM,frontend,2,1,1,0,2,0,2
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,FE-DUP,frontend,7,0,0,0,5,1,4
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_130253/T3,Claude Minimal,session_20260817_130253,claude,minimal,T3,3,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,BE-DEP,backend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,BE-DOM,backend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,BE-ERR,backend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,BE-CONTRACT,backend,6,6,0,6,6,0,6
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,BE-DUP,backend,1,1,0,1,1,0,1
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,FE-COM,frontend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,FE-DUP,frontend,5,2,0,2,2,0,2
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_160757/T1,Claude Structured,session_20260817_160757,claude,structured,T1,1,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,BE-DEP,backend,2,2,0,2,2,0,2
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,BE-DOM,backend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,BE-ERR,backend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,BE-CONTRACT,backend,1,1,6,-5,1,0,1
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,BE-DUP,backend,3,3,1,2,3,0,3
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,FE-COM,frontend,1,1,0,1,1,0,1
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,FE-DUP,frontend,5,1,1,0,3,1,2
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_160757/T2,Claude Structured,session_20260817_160757,claude,structured,T2,2,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,BE-DEP,backend,2,0,0,0,2,0,2
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,BE-DOM,backend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,BE-ERR,backend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,BE-CONTRACT,backend,0,0,1,-1,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,BE-DUP,backend,3,3,3,0,3,0,3
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,FE-COM,frontend,0,0,1,-1,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,FE-DUP,frontend,6,1,0,1,4,1,3
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_160757/T3,Claude Structured,session_20260817_160757,claude,structured,T3,3,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,BE-DEP,backend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,BE-DOM,backend,2,2,0,2,2,0,2
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,BE-ERR,backend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,BE-CONTRACT,backend,6,6,0,6,6,0,6
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,BE-DUP,backend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,FE-COM,frontend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,FE-DUP,frontend,7,4,0,4,4,0,4
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_210911/T1,Codex Minimal,session_20260817_210911,codex,minimal,T1,1,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,BE-DEP,backend,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,BE-DOM,backend,2,1,1,0,2,0,2
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,BE-ERR,backend,18,18,0,18,18,0,18
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,BE-CONTRACT,backend,7,7,6,1,7,0,7
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,BE-DUP,backend,2,2,0,2,2,0,2
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,FE-COM,frontend,1,1,0,1,1,0,1
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,FE-DUP,frontend,7,2,2,0,5,1,4
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_210911/T2,Codex Minimal,session_20260817_210911,codex,minimal,T2,2,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,BE-DEP,backend,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,BE-DOM,backend,2,0,0,0,2,0,2
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,BE-ERR,backend,23,10,5,5,23,0,23
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,BE-CONTRACT,backend,0,0,7,-7,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,BE-DUP,backend,2,2,2,0,2,0,2
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,FE-COM,frontend,2,2,1,1,2,0,2
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,FE-DUP,frontend,7,1,1,0,5,1,4
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_210911/T3,Codex Minimal,session_20260817_210911,codex,minimal,T3,3,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,BE-DEP,backend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,BE-DOM,backend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,BE-ERR,backend,3,3,0,3,3,0,3
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,BE-CONTRACT,backend,4,4,0,4,4,0,4
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,BE-DUP,backend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,FE-COM,frontend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,FE-DUP,frontend,7,4,0,4,4,0,4
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_221755/T1,Codex Structured,session_20260817_221755,codex,structured,T1,1,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,BE-STRUCT,backend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,BE-DEP,backend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,BE-DOM,backend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,BE-ERR,backend,9,9,3,6,9,0,9
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,BE-CONTRACT,backend,8,8,4,4,8,0,8
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,BE-ROUTE,backend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,BE-SIZE,backend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,BE-DUP,backend,4,4,0,4,4,0,4
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,BE-TEST,backend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,FE-COM,frontend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,FE-STATE,frontend,2,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,FE-ROUTE,frontend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,FE-STYLE,frontend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,FE-DATA,frontend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,FE-COMM,frontend,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,FE-DUP,frontend,7,2,2,0,5,1,4
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,CROSS-EP,cross-stack,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,CROSS-TYPE,cross-stack,0,0,0,0,0,0,0
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,CROSS-PROP,cross-stack,0,0,0,0,0,0,0
