evaluation_id,session_id,task_id,agent,strategy,subject_id,rule_id,severity,file,message
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/deal/deal-contact.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/deal/deal.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/contact/contact-company.entity.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal-contact.entity.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/contact/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/contact/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/contact/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-SIZE-C-001-max-method-parameters,error,backend/src/modules/company/company.controller.ts,Production methods must have at most three direct parameters. Collapse related inputs into a DTO or parameter object when the signature grows.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-SIZE-C-001-max-method-parameters,error,backend/src/modules/company/company.service.ts,Production methods must have at most three direct parameters. Collapse related inputs into a DTO or parameter object when the signature grows.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,backend,BE-SIZE-C-001-max-method-parameters,error,backend/src/modules/deal/deal.service.ts,Production methods must have at most three direct parameters. Collapse related inputs into a DTO or parameter object when the signature grows.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-001-component-file-max-lines,warning,frontend/src/pages/contacts/ContactForm.jsx,This component file is too large. Keep component files under 300 lines or split UI and logic into smaller units.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-001-component-file-max-lines,warning,frontend/src/pages/deals/DealForm.jsx,This component file is too large. Keep component files under 300 lines or split UI and logic into smaller units.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyTable.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/contacts/ContactDetail.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/contacts/ContactForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/contacts/ContactForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/contacts/ContactForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/deals/DealDetail.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/deals/DealForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/deals/DealForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/deals/DealForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/deals/DealForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/deals/DealForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/deals/DealTable.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/AnalyticEcommerce/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/AnalyticEcommerce/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/Breadcrumbs/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/Breadcrumbs/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/Breadcrumbs/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/Breadcrumbs/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/Breadcrumbs/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/Breadcrumbs/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/Breadcrumbs/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/components/Breadcrumbs/index.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/layout/components/Navbar/HeaderContent/Notification.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/layout/components/Sidebar/DrawerContent/Navigation/NavItem.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-STYLE-C-001-no-raw-jsx-style,warning,frontend/src/layout/components/Sidebar/DrawerContent/Navigation/NavItem.jsx,Raw JSX style props are not allowed. Use the established shared styling approach instead.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,frontend,FE-DATA-C-002-useeffect-requires-dependency-array,warning,frontend/src/components/Breadcrumbs/index.jsx,Add an explicit dependency array to this useEffect call.
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,cross,CROSS-TYPE-C-001-request-query-body-contract-alignment,error,frontend/src/pages/companies/index.jsx,"Frontend request contract does not align with backend for GET /api/companies in frontend/src/pages/companies/index.jsx: query field ""q"" is not defined by backend."
session_20260812_220814/T3,session_20260812_220814,T3,claude,minimal,cross,CROSS-TYPE-C-001-request-query-body-contract-alignment,error,frontend/src/pages/contacts/index.jsx,"Frontend request contract does not align with backend for GET /api/contacts in frontend/src/pages/contacts/index.jsx: query field ""status"" is not defined by backend."
session_20260813_150337/T1,session_20260813_150337,T1,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T1,session_20260813_150337,T1,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/contact/contact-company.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/contact/contact.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/deal/deal-contact.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/deal/deal.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/contact/contact-company.entity.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/contact/contact.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal-contact.entity.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T2,session_20260813_150337,T2,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/contact/contact-company.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/contact/contact.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/deal/deal-contact.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DEP-C-004-no-circular-dependencies,error,backend/src/modules/deal/deal.entity.ts,Circular dependencies detected. Break the cycle by: 1. Extracting shared logic to a third module that both depend on 2. Moving one of the dependencies to a lower layer (dependency inversion) 3. Using interfaces/abstract types instead of concrete imports Cycles make the codebase harder to understand and test.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/contact/contact-company.entity.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/contact/contact.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal-contact.entity.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-DOM-C-001-no-cross-module-deep-import,error,backend/src/modules/deal/deal.service.ts,Cross-module deep import detected. Import from the target module entry file (*.module.ts or index.ts) instead of internal implementation files.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/contact/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/contact/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/contact/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/deal/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/deal/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/deal/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/deal/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/deal/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/deal/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-CONTRACT-C-002-request-dto-uses-class-validator,error,backend/src/modules/deal/dto/response.dto.ts,"Request DTO fields must be validated with class-validator decorators. Add at least one validator to each request DTO property, or derive from a validated base DTO."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-SIZE-C-001-max-method-parameters,error,backend/src/modules/company/company.controller.ts,Production methods must have at most three direct parameters. Collapse related inputs into a DTO or parameter object when the signature grows.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,backend,BE-SIZE-C-001-max-method-parameters,error,backend/src/modules/company/company.service.ts,Production methods must have at most three direct parameters. Collapse related inputs into a DTO or parameter object when the signature grows.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,frontend,FE-COM-C-001-component-file-max-lines,warning,frontend/src/pages/contacts/ContactForm.jsx,This component file is too large. Keep component files under 300 lines or split UI and logic into smaller units.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,frontend,FE-COM-C-001-component-file-max-lines,warning,frontend/src/pages/deals/DealForm.jsx,This component file is too large. Keep component files under 300 lines or split UI and logic into smaller units.
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
session_20260813_150337/T3,session_20260813_150337,T3,codex,minimal,frontend,FE-COM-C-002-jsx-max-depth,warning,frontend/src/pages/companies/CompanyForm.jsx,"Business logic nesting is too deep in this component. Consider extracting a section into a child component. Do not add pure wrapper components — the rule ignores structural wrappers (portals, transitions, fragments) anyway."
